"GEO_ID","NAME","B19001_001E","B19001_001M","B19001_002E","B19001_002M","B19001_003E","B19001_003M","B19001_004E","B19001_004M","B19001_005E","B19001_005M","B19001_006E","B19001_006M","B19001_007E","B19001_007M","B19001_008E","B19001_008M","B19001_009E","B19001_009M","B19001_010E","B19001_010M","B19001_011E","B19001_011M","B19001_012E","B19001_012M","B19001_013E","B19001_013M","B19001_014E","B19001_014M","B19001_015E","B19001_015M","B19001_016E","B19001_016M","B19001_017E","B19001_017M"
"1500000US170310306042","Block Group 2, Census Tract 306.04, Cook County, Illinois","696","99","44","36","8","14","61","55","38","36","78","50","98","65","36","45","25","27","27","34","17","18","58","54","61","57","85","71","37","43","13","22","10","17"
"1500000US170310306043","Block Group 3, Census Tract 306.04, Cook County, Illinois","455","106","134","86","29","27","18","14","65","54","54","59","20","32","7","11","0","11","0","11","0","11","0","11","41","47","17","27","49","37","21","29","0","11"
"1500000US170310307011","Block Group 1, Census Tract 307.01, Cook County, Illinois","953","38","61","33","157","87","77","55","67","60","58","39","61","44","16","19","15","16","32","36","11","13","183","98","144","60","65","75","6","10","0","11","0","11"
"1500000US170310307021","Block Group 1, Census Tract 307.02, Cook County, Illinois","528","88","36","34","32","36","8","14","20","25","47","47","29","37","0","11","16","20","52","47","31","28","57","55","77","49","20","20","58","48","20","25","25","31"
"1500000US170310307022","Block Group 2, Census Tract 307.02, Cook County, Illinois","493","87","7","12","76","90","12","20","0","11","0","11","36","39","14","20","31","35","64","74","71","61","131","71","7","11","22","22","0","11","22","27","0","11"
"1500000US170310307031","Block Group 1, Census Tract 307.03, Cook County, Illinois","490","131","64","49","59","58","37","47","0","11","0","11","20","23","22","26","5","10","0","11","41","66","42","37","62","32","31","30","0","11","58","60","49","50"
"1500000US170310307032","Block Group 2, Census Tract 307.03, Cook County, Illinois","309","106","118","48","16","19","116","74","29","47","0","11","0","11","0","11","0","11","0","11","0","11","9","15","14","23","0","11","0","11","0","11","7","11"
"1500000US170310307033","Block Group 3, Census Tract 307.03, Cook County, Illinois","821","155","104","83","55","41","44","35","37","34","9","15","8","14","14","17","69","70","107","90","32","30","203","76","100","67","14","26","7","15","10","16","8","14"
"1500000US170310307061","Block Group 1, Census Tract 307.06, Cook County, Illinois","1583","181","136","73","94","68","38","36","36","47","72","67","204","114","84","54","81","61","121","81","114","62","198","148","196","94","122","77","22","27","39","44","26","31"
"1500000US170310307062","Block Group 2, Census Tract 307.06, Cook County, Illinois","686","137","155","93","0","11","90","90","28","33","25","46","41","38","17","31","34","44","36","44","43","45","51","50","43","38","21","30","40","54","41","30","21","22"
"1500000US170310308001","Block Group 1, Census Tract 308, Cook County, Illinois","521","131","51","68","46","54","14","23","0","11","11","19","13","22","16","26","15","24","77","86","14","23","40","36","123","80","11","19","42","69","0","11","48","44"
"1500000US170310308002","Block Group 2, Census Tract 308, Cook County, Illinois","485","85","0","11","0","11","0","11","0","11","14","22","13","21","43","43","30","30","0","11","33","36","50","47","42","34","96","79","39","37","80","54","45","42"
"1500000US170310308003","Block Group 3, Census Tract 308, Cook County, Illinois","504","98","69","79","0","11","18","29","31","35","30","35","35","33","0","11","16","27","0","11","106","94","57","48","48","37","11","18","0","11","39","38","44","43"
"1500000US170310308004","Block Group 4, Census Tract 308, Cook County, Illinois","493","111","14","22","9","15","0","11","62","69","42","39","0","11","0","11","0","11","0","11","64","79","56","48","25","30","27","28","24","30","46","37","124","81"
"1500000US170310309001","Block Group 1, Census Tract 309, Cook County, Illinois","195","51","0","11","18","21","7","12","0","11","7","11","8","13","14","15","17","21","8","13","8","14","40","42","30","24","20","19","18","29","0","11","0","11"
"1500000US170310309002","Block Group 2, Census Tract 309, Cook County, Illinois","515","92","13","15","8","12","6","9","38","43","40","39","25","22","30","42","0","11","39","41","73","55","25","30","117","65","24","23","26","33","38","40","13","15"
"1500000US170310309003","Block Group 3, Census Tract 309, Cook County, Illinois","372","84","0","11","7","11","7","11","7","12","0","11","5","9","15","17","8","14","8","12","0","11","56","39","119","66","54","49","40","30","37","29","9","14"
"1500000US170310309004","Block Group 4, Census Tract 309, Cook County, Illinois","350","99","16","18","0","11","0","11","8","12","0","11","10","15","19","30","6","8","7","12","26","33","103","83","72","51","23","36","18","20","0","11","42","49"
"1500000US170310310001","Block Group 1, Census Tract 310, Cook County, Illinois","483","116","49","77","0","11","13","21","16","24","28","32","9","14","10","15","20","28","10","20","14","19","33","53","120","69","60","46","43","44","11","18","47","39"
"1500000US170310310002","Block Group 2, Census Tract 310, Cook County, Illinois","511","111","8","12","11","18","71","63","31","25","33","46","46","48","8","14","0","11","22","26","99","69","72","41","38","40","10","15","8","12","44","35","10","15"
"1500000US170310310003","Block Group 3, Census Tract 310, Cook County, Illinois","732","108","51","46","42","65","16","18","9","15","13","20","67","48","9","14","24","26","21","26","69","41","51","37","155","65","47","32","30","32","84","43","44","40"
"1500000US170310311001","Block Group 1, Census Tract 311, Cook County, Illinois","1015","176","26","31","37","34","40","32","0","11","15","25","52","66","81","62","45","53","66","55","38","37","164","112","142","81","105","66","60","54","70","78","74","53"
"1500000US170310311002","Block Group 2, Census Tract 311, Cook County, Illinois","514","159","141","116","79","77","0","11","10","16","84","86","18","20","30","41","0","11","26","30","37","41","12","20","0","11","10","16","3","11","64","68","0","11"
"1500000US170310311003","Block Group 3, Census Tract 311, Cook County, Illinois","706","125","10","17","21","25","25","30","77","64","39","46","13","22","51","62","0","11","12","20","14","22","99","92","139","73","96","68","56","49","33","37","21","24"
"1500000US170310312001","Block Group 1, Census Tract 312, Cook County, Illinois","706","158","168","83","145","102","82","77","12","23","0","11","27","46","15","23","0","11","30","36","0","11","57","59","25","37","12","19","15","24","104","78","14","22"
"1500000US170310312002","Block Group 2, Census Tract 312, Cook County, Illinois","485","122","146","95","94","86","15","23","30","33","0","11","0","11","16","29","12","19","18","29","37","47","26","30","55","57","0","11","0","11","12","20","24","42"
"1500000US170310312003","Block Group 3, Census Tract 312, Cook County, Illinois","722","141","453","137","97","95","61","59","14","24","0","11","19","32","0","11","0","11","0","11","13","20","0","11","24","29","28","31","13","21","0","11","0","11"
"1500000US170310312004","Block Group 4, Census Tract 312, Cook County, Illinois","783","154","241","114","96","94","48","41","55","43","38","39","15","24","44","56","0","11","11","18","88","72","0","11","32","33","30","39","25","27","35","34","25","28"
"1500000US170310313001","Block Group 1, Census Tract 313, Cook County, Illinois","531","180","58","49","44","40","0","11","60","95","44","72","52","81","0","11","27","34","0","11","64","45","10","26","68","74","51","54","14","23","25","27","14","21"
"1500000US170310313002","Block Group 2, Census Tract 313, Cook County, Illinois","785","142","26","31","26","29","25","27","60","78","15","24","51","46","13","22","46","44","65","52","93","63","95","57","136","115","78","54","9","14","15","25","32","50"
"1500000US170310313003","Block Group 3, Census Tract 313, Cook County, Illinois","209","129","111","113","0","11","0","11","4","12","0","11","28","33","17","28","0","11","0","11","0","11","0","11","19","27","30","46","0","11","0","11","0","11"
"1500000US170310313004","Block Group 4, Census Tract 313, Cook County, Illinois","1424","218","450","197","195","109","32","37","81","58","106","69","115","105","85","80","0","11","0","11","40","50","128","85","0","11","40","41","79","80","36","30","37","33"
"1500000US170310313005","Block Group 5, Census Tract 313, Cook County, Illinois","858","161","72","51","75","78","133","135","18","23","60","52","56","58","13","21","14","23","26","29","49","35","15","24","185","91","69","52","0","11","59","48","14","22"
"1500000US170310314001","Block Group 1, Census Tract 314, Cook County, Illinois","1030","168","55","84","0","11","101","79","28","30","51","57","32","38","38","43","13","21","55","70","75","71","51","50","156","84","183","129","69","57","47","43","76","71"
"1500000US170310314002","Block Group 2, Census Tract 314, Cook County, Illinois","467","112","24","28","18","31","7","12","22","34","0","11","7","11","15","26","35","32","0","11","82","69","40","37","65","73","39","47","13","21","87","71","13","21"
"1500000US170310314003","Block Group 3, Census Tract 314, Cook County, Illinois","521","127","39","31","0","11","0","11","40","36","0","11","7","12","28","45","0","11","45","40","42","41","47","32","99","60","88","98","8","16","27","31","51","37"
"1500000US170310314004","Block Group 4, Census Tract 314, Cook County, Illinois","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11"
"1500000US170310314005","Block Group 5, Census Tract 314, Cook County, Illinois","712","140","13","20","51","69","71","66","23","27","0","11","14","22","0","11","26","33","43","70","120","59","28","34","75","50","130","91","13","21","42","37","63","55"
"1500000US170310314006","Block Group 6, Census Tract 314, Cook County, Illinois","446","127","42","32","11","19","35","41","13","22","0","11","59","78","16","25","0","11","0","11","53","56","38","34","100","121","26","31","39","43","0","11","14","22"
"1500000US170310315011","Block Group 1, Census Tract 315.01, Cook County, Illinois","386","113","98","59","75","76","39","40","7","11","56","55","14","22","12","22","0","11","0","11","6","11","7","10","6","10","59","72","0","11","7","12","0","11"
"1500000US170310315012","Block Group 2, Census Tract 315.01, Cook County, Illinois","716","115","110","62","62","57","113","64","54","59","6","11","20","33","12","14","0","11","8","14","5","9","17","23","149","83","105","56","19","22","28","32","8","13"
"1500000US170310315013","Block Group 3, Census Tract 315.01, Cook County, Illinois","433","99","127","76","38","35","20","24","0","11","13","22","41","38","17","20","32","41","22","27","36","43","18","20","46","36","0","11","0","11","6","10","17","29"
"1500000US170310315021","Block Group 1, Census Tract 315.02, Cook County, Illinois","763","111","80","58","0","11","90","73","20","23","37","45","117","65","30","36","46","50","32","34","60","49","75","58","73","64","29","33","34","41","40","27","0","11"
"1500000US170310315022","Block Group 2, Census Tract 315.02, Cook County, Illinois","686","151","159","107","51","51","133","105","40","46","0","11","0","11","13","21","22","35","45","66","67","75","65","62","58","59","0","11","33","38","0","11","0","11"
"1500000US170310315023","Block Group 3, Census Tract 315.02, Cook County, Illinois","818","160","346","157","107","78","68","66","73","77","25","28","13","20","13","23","14","24","12","19","53","52","0","11","39","57","43","41","0","11","12","18","0","11"
"1500000US170310317001","Block Group 1, Census Tract 317, Cook County, Illinois","939","138","138","81","46","55","82","77","26","31","41","50","67","61","74","68","13","21","13","21","97","72","72","63","133","69","38","28","42","38","14","22","43","38"
"1500000US170310317002","Block Group 2, Census Tract 317, Cook County, Illinois","991","137","188","91","101","96","38","36","97","63","0","11","28","31","15","25","47","59","0","11","70","71","82","64","52","41","67","39","86","67","13","22","107","79"
"1500000US170310317003","Block Group 3, Census Tract 317, Cook County, Illinois","1019","144","250","129","62","46","60","59","70","60","95","75","63","44","48","56","64","72","25","28","28","32","44","56","67","55","118","78","0","11","14","23","11","20"
"1500000US170310317004","Block Group 4, Census Tract 317, Cook County, Illinois","581","113","54","43","46","56","32","51","0","11","39","36","0","11","26","30","25","30","31","36","76","66","35","33","28","32","76","68","27","34","29","33","57","59"
"1500000US170310318001","Block Group 1, Census Tract 318, Cook County, Illinois","931","61","85","57","37","26","84","47","87","56","30","30","18","24","17","21","27","25","56","37","35","30","36","31","153","63","64","35","35","22","130","53","37","35"
"1500000US170310319001","Block Group 1, Census Tract 319, Cook County, Illinois","693","92","87","64","19","20","37","50","21","23","18","20","0","11","31","27","112","74","11","16","26","24","56","37","139","76","48","62","25","23","10","17","53","33"
"1500000US170310319002","Block Group 2, Census Tract 319, Cook County, Illinois","600","94","36","32","0","11","8","12","15","18","51","44","0","11","0","11","0","11","0","11","48","33","75","55","199","96","48","34","24","24","50","35","46","28"
"1500000US170310321001","Block Group 1, Census Tract 321, Cook County, Illinois","1027","199","185","109","92","73","28","37","0","11","0","11","0","11","11","17","0","11","40","45","83","78","196","169","168","84","110","95","39","64","22","38","53","48"
"1500000US170310321002","Block Group 2, Census Tract 321, Cook County, Illinois","907","180","289","163","80","108","22","37","0","11","25","39","0","11","44","54","34","39","0","11","85","83","156","153","15","24","14","22","0","11","143","91","0","11"
"1500000US170310321003","Block Group 3, Census Tract 321, Cook County, Illinois","1020","199","80","56","188","133","43","71","84","117","0","11","22","34","24","29","48","40","43","70","61","54","0","11","106","78","125","94","86","74","14","22","96","66"
"1500000US170310321004","Block Group 4, Census Tract 321, Cook County, Illinois","692","158","41","49","53","88","75","70","86","77","12","21","76","94","26","42","37","44","16","28","40","47","66","65","127","103","37","36","0","11","0","11","0","11"
"1500000US170310321005","Block Group 5, Census Tract 321, Cook County, Illinois","578","171","0","11","61","77","42","69","44","42","43","51","0","11","0","11","73","119","0","11","24","38","38","49","0","11","75","101","87","69","26","33","65","74"
"1500000US170310401001","Block Group 1, Census Tract 401, Cook County, Illinois","511","85","24","29","9","14","34","41","17","22","47","52","41","38","19","20","0","11","9","14","37","31","47","44","63","38","21","22","34","28","57","31","52","41"
"1500000US170310401002","Block Group 2, Census Tract 401, Cook County, Illinois","783","104","18","19","44","40","87","48","72","65","29","26","35","43","66","44","39","31","36","38","44","31","54","33","136","67","60","49","27","30","27","25","9","12"
"1500000US170310401003","Block Group 3, Census Tract 401, Cook County, Illinois","369","59","34","41","19","14","19","21","39","39","0","11","7","11","7","11","6","10","8","15","26","24","31","22","42","33","24","21","9","15","30","28","68","42"
"1500000US170310402011","Block Group 1, Census Tract 402.01, Cook County, Illinois","483","179","135","150","0","11","29","42","0","11","40","66","14","23","0","11","52","64","0","11","26","28","18","29","4","12","38","43","24","32","23","37","80","61"
"1500000US170310402012","Block Group 2, Census Tract 402.01, Cook County, Illinois","675","162","56","53","63","47","56","65","63","74","16","29","16","26","52","62","36","37","27","44","16","25","115","95","48","44","45","40","17","27","0","11","49","66"
"1500000US170310402013","Block Group 3, Census Tract 402.01, Cook County, Illinois","610","146","30","34","0","11","13","20","28","42","0","11","31","34","31","35","44","51","34","39","48","48","96","73","62","64","82","69","15","22","39","41","57","80"
"1500000US170310402014","Block Group 4, Census Tract 402.01, Cook County, Illinois","842","209","0","11","14","23","38","61","37","58","41","68","36","46","70","83","65","77","40","39","28","39","106","74","109","66","92","68","38","37","65","54","63","69"
"1500000US170310402021","Block Group 1, Census Tract 402.02, Cook County, Illinois","264","83","0","11","15","24","0","11","0","11","0","11","38","61","32","37","12","20","0","11","51","44","11","18","65","58","14","24","8","15","18","26","0","11"
"1500000US170310402022","Block Group 2, Census Tract 402.02, Cook County, Illinois","996","194","202","120","80","73","41","38","14","22","152","126","0","11","0","11","96","84","31","36","38","39","84","63","65","55","25","31","72","73","65","78","31","31"
"1500000US170310402023","Block Group 3, Census Tract 402.02, Cook County, Illinois","606","155","89","80","0","11","129","72","18","29","42","68","0","11","23","30","20","30","0","11","9","17","69","79","63","69","18","30","62","52","64","74","0","11"
"1500000US170310402024","Block Group 4, Census Tract 402.02, Cook County, Illinois","838","193","153","151","15","25","42","41","0","11","91","76","34","35","57","90","22","36","22","36","51","46","127","93","81","67","65","65","39","65","39","38","0","11"
"1500000US170310403001","Block Group 1, Census Tract 403, Cook County, Illinois","386","65","23","19","21","22","0","11","0","11","47","52","50","61","0","11","16","26","11","18","10","14","13","20","55","46","14","23","36","29","43","40","47","35"
"1500000US170310403002","Block Group 2, Census Tract 403, Cook County, Illinois","272","73","43","34","9","15","6","12","12","20","8","16","9","14","13","19","6","10","0","11","8","13","85","67","21","23","23","25","11","18","0","11","18","20"
"1500000US170310403003","Block Group 3, Census Tract 403, Cook County, Illinois","339","75","41","47","9","13","0","11","10","15","0","11","0","11","0","11","32","30","0","11","11","19","17","20","12","18","73","44","39","38","68","48","27","26"
"1500000US170310404011","Block Group 1, Census Tract 404.01, Cook County, Illinois","317","86","17","26","24","40","0","11","0","11","11","17","46","55","0","11","62","77","0","11","0","11","49","42","20","23","28","28","0","11","7","12","53","41"
"1500000US170310404012","Block Group 2, Census Tract 404.01, Cook County, Illinois","278","75","0","11","15","22","13","20","16","26","24","27","0","11","23","24","21","24","0","11","35","39","12","19","0","11","67","45","42","59","10","15","0","11"
"1500000US170310404013","Block Group 3, Census Tract 404.01, Cook County, Illinois","249","71","0","11","15","16","0","11","0","11","60","65","0","11","21","32","0","11","0","11","28","33","10","16","19","33","49","31","0","11","15","23","32","27"
"1500000US170310404014","Block Group 4, Census Tract 404.01, Cook County, Illinois","437","88","0","11","0","11","0","11","10","18","0","11","0","11","0","11","28","33","55","46","25","29","90","73","94","54","44","39","8","12","46","37","37","31"
"1500000US170310404021","Block Group 1, Census Tract 404.02, Cook County, Illinois","241","59","0","11","0","11","28","31","0","11","0","11","10","17","13","21","37","28","14","22","47","38","26","22","14","22","0","11","13","21","13","21","26","20"
"1500000US170310404022","Block Group 2, Census Tract 404.02, Cook County, Illinois","437","108","0","11","37","60","0","11","0","11","13","21","0","11","26","22","14","23","26","29","54","67","173","119","53","37","16","25","13","21","12","19","0","11"
"1500000US170310404023","Block Group 3, Census Tract 404.02, Cook County, Illinois","762","134","40","30","24","27","74","85","0","11","12","20","77","72","52","65","12","18","82","72","19","30","85","69","84","82","26","29","40","38","54","43","81","76"
"1500000US170310404024","Block Group 4, Census Tract 404.02, Cook County, Illinois","232","96","53","69","0","11","0","11","0","11","11","19","0","11","0","11","14","21","0","11","39","29","11","18","37","60","13","21","13","20","0","11","41","37"
"1500000US170310404025","Block Group 5, Census Tract 404.02, Cook County, Illinois","739","113","39","36","0","11","15","24","63","70","0","11","13","20","66","73","30","34","26","30","114","80","0","11","188","84","86","69","0","11","58","76","41","38"
"1500000US170310406001","Block Group 1, Census Tract 406, Cook County, Illinois","330","75","0","11","44","55","38","33","60","57","0","11","0","11","0","11","0","11","0","11","10","16","43","31","36","33","12","19","33","25","16","19","38","39"
"1500000US170310406002","Block Group 2, Census Tract 406, Cook County, Illinois","523","104","12","18","37","34","30","28","6","16","54","46","0","11","28","26","60","53","9","15","33","30","23","23","61","51","56","49","0","11","66","58","48","33"
"1500000US170310406003","Block Group 3, Census Tract 406, Cook County, Illinois","376","84","14","22","11","16","24","19","0","11","0","11","0","11","32","52","20","27","0","11","26","23","97","69","51","33","37","34","34","29","0","11","30","32"
"1500000US170310407001","Block Group 1, Census Tract 407, Cook County, Illinois","414","80","15","17","28","32","0","11","36","36","40","41","16","18","0","11","18","21","32","41","32","40","17","18","63","48","42","30","38","25","18","15","19","18"
"1500000US170310407002","Block Group 2, Census Tract 407, Cook County, Illinois","452","79","41","48","0","11","0","11","0","11","36","38","0","11","0","11","9","15","7","13","21","16","47","28","56","32","100","64","29","24","33","23","73","49"
"1500000US170310407003","Block Group 3, Census Tract 407, Cook County, Illinois","334","74","31","28","0","11","0","11","52","49","5","13","0","11","0","11","8","12","6","11","64","52","61","29","29","24","6","10","22","20","26","39","24","18"
"1500000US170310407004","Block Group 4, Census Tract 407, Cook County, Illinois","287","58","26","24","20","32","0","11","6","10","21","20","0","11","0","11","6","9","0","11","30","43","7","11","46","31","53","26","23","18","14","15","35","39"
"1500000US170310408001","Block Group 1, Census Tract 408, Cook County, Illinois","393","61","20","14","3","5","21","24","10","13","5","9","22","18","12","11","0","11","20","23","76","58","29","34","103","46","51","27","0","11","11","14","10","12"
"1500000US170310408002","Block Group 2, Census Tract 408, Cook County, Illinois","395","52","9","11","0","11","38","23","0","11","16","14","6","9","29","30","4","6","4","7","35","27","17","17","72","40","66","33","15","14","34","31","50","27"
"1500000US170310409001","Block Group 1, Census Tract 409, Cook County, Illinois","636","89","11","14","23","23","14","16","28","24","16","18","0","11","69","51","62","60","7","10","53","53","56","37","103","57","44","27","37","34","38","36","75","44"
"1500000US170310409002","Block Group 2, Census Tract 409, Cook County, Illinois","416","85","32","40","0","11","15","16","0","11","23","24","27","24","16","19","71","59","13","19","0","11","36","29","95","77","0","11","26","24","28","44","34","44"
"1500000US170310501001","Block Group 1, Census Tract 501, Cook County, Illinois","361","84","0","11","0","11","22","24","15","17","35","34","8","14","13","20","0","11","11","17","17","22","41","33","72","52","62","54","0","11","15","19","50","55"
"1500000US170310501002","Block Group 2, Census Tract 501, Cook County, Illinois","815","82","19","21","22","24","40","34","37","35","32","52","10","15","37","34","44","31","6","11","76","55","88","54","95","54","119","57","40","42","55","40","95","49"
"1500000US170310502001","Block Group 1, Census Tract 502, Cook County, Illinois","495","94","50","53","0","11","0","11","43","50","10","15","0","11","89","79","0","11","0","11","30","31","32","26","74","46","0","11","57","49","23","28","87","61"
"1500000US170310502002","Block Group 2, Census Tract 502, Cook County, Illinois","1020","169","37","31","24","28","0","11","11","18","89","73","61","68","0","11","35","54","48","42","38","35","217","114","154","97","69","42","23","20","60","43","154","81"
"1500000US170310502003","Block Group 3, Census Tract 502, Cook County, Illinois","789","140","88","69","0","11","45","35","42","42","66","70","23","27","0","11","37","35","42","69","52","42","116","80","43","34","62","45","23","26","31","28","119","54"
"1500000US170310503001","Block Group 1, Census Tract 503, Cook County, Illinois","424","74","19","16","34","47","8","12","0","11","18","24","8","12","35","27","6","11","0","11","8","13","38","43","35","29","96","59","33","28","59","47","27","21"
"1500000US170310503002","Block Group 2, Census Tract 503, Cook County, Illinois","337","72","19","30","15","12","0","11","8","12","7","12","31","35","0","11","57","56","7","11","0","11","8","12","56","47","10","16","18","24","57","36","44","37"
"1500000US170310503003","Block Group 3, Census Tract 503, Cook County, Illinois","364","65","0","11","9","14","0","11","7","11","0","11","8","12","0","11","35","35","6","10","55","47","79","60","24","22","85","51","6","10","30","20","20","16"
"1500000US170310505001","Block Group 1, Census Tract 505, Cook County, Illinois","381","117","0","11","0","11","5","11","0","11","0","11","42","66","0","11","0","11","12","19","11","18","72","70","29","32","39","39","58","44","19","29","94","91"
"1500000US170310505002","Block Group 2, Census Tract 505, Cook County, Illinois","613","117","0","11","0","11","0","11","11","17","9","15","12","19","6","10","0","11","34","54","39","36","108","68","175","102","73","55","38","28","27","34","81","51"
"1500000US170310505003","Block Group 3, Census Tract 505, Cook County, Illinois","349","84","40","63","0","11","29","25","0","11","0","11","0","11","0","11","0","11","0","11","38","35","20","18","36","35","50","41","37","35","36","36","63","70"
"1500000US170310505004","Block Group 4, Census Tract 505, Cook County, Illinois","426","105","12","21","0","11","8","16","0","11","35","57","0","11","0","11","0","11","14","22","34","30","42","39","51","42","56","43","29","31","106","86","39","38"
"1500000US170310505005","Block Group 5, Census Tract 505, Cook County, Illinois","403","120","0","11","0","11","0","11","0","11","18","25","12","18","0","11","61","70","14","22","76","58","12","19","108","76","0","11","47","50","0","11","55","39"
"1500000US170310506001","Block Group 1, Census Tract 506, Cook County, Illinois","577","94","44","46","0","11","0","11","8","12","0","11","35","43","32","48","0","11","51","62","43","27","41","30","53","36","52","44","78","59","56","37","84","60"
