"GEO_ID","NAME","B19001_001E","B19001_001M","B19001_002E","B19001_002M","B19001_003E","B19001_003M","B19001_004E","B19001_004M","B19001_005E","B19001_005M","B19001_006E","B19001_006M","B19001_007E","B19001_007M","B19001_008E","B19001_008M","B19001_009E","B19001_009M","B19001_010E","B19001_010M","B19001_011E","B19001_011M","B19001_012E","B19001_012M","B19001_013E","B19001_013M","B19001_014E","B19001_014M","B19001_015E","B19001_015M","B19001_016E","B19001_016M","B19001_017E","B19001_017M"
"id","Geographic Area Name","Estimate!!Total","Margin of Error!!Total","Estimate!!Total!!Less than $10,000","Margin of Error!!Total!!Less than $10,000","Estimate!!Total!!$10,000 to $14,999","Margin of Error!!Total!!$10,000 to $14,999","Estimate!!Total!!$15,000 to $19,999","Margin of Error!!Total!!$15,000 to $19,999","Estimate!!Total!!$20,000 to $24,999","Margin of Error!!Total!!$20,000 to $24,999","Estimate!!Total!!$25,000 to $29,999","Margin of Error!!Total!!$25,000 to $29,999","Estimate!!Total!!$30,000 to $34,999","Margin of Error!!Total!!$30,000 to $34,999","Estimate!!Total!!$35,000 to $39,999","Margin of Error!!Total!!$35,000 to $39,999","Estimate!!Total!!$40,000 to $44,999","Margin of Error!!Total!!$40,000 to $44,999","Estimate!!Total!!$45,000 to $49,999","Margin of Error!!Total!!$45,000 to $49,999","Estimate!!Total!!$50,000 to $59,999","Margin of Error!!Total!!$50,000 to $59,999","Estimate!!Total!!$60,000 to $74,999","Margin of Error!!Total!!$60,000 to $74,999","Estimate!!Total!!$75,000 to $99,999","Margin of Error!!Total!!$75,000 to $99,999","Estimate!!Total!!$100,000 to $124,999","Margin of Error!!Total!!$100,000 to $124,999","Estimate!!Total!!$125,000 to $149,999","Margin of Error!!Total!!$125,000 to $149,999","Estimate!!Total!!$150,000 to $199,999","Margin of Error!!Total!!$150,000 to $199,999","Estimate!!Total!!$200,000 or more","Margin of Error!!Total!!$200,000 or more"
"1500000US170310101001","Block Group 1, Census Tract 101, Cook County, Illinois","284","94","62","52","69","69","0","11","0","11","29","32","0","11","0","11","0","11","0","11","0","11","0","11","24","40","78","63","14","23","8","17","0","11"
"1500000US170310101002","Block Group 2, Census Tract 101, Cook County, Illinois","939","173","262","128","41","50","131","74","145","108","37","58","0","11","66","76","27","30","0","11","23","29","112","101","8","18","47","47","9","20","31","54","0","11"
"1500000US170310101003","Block Group 3, Census Tract 101, Cook County, Illinois","1025","186","117","75","37","35","44","42","46","65","32","30","91","82","46","37","26","31","0","11","34","34","267","162","85","67","140","119","15","23","26","32","19","33"
"1500000US170310102011","Block Group 1, Census Tract 102.01, Cook County, Illinois","659","142","71","66","48","35","44","54","64","61","69","66","47","52","13","20","49","60","29","46","39","60","34","45","72","61","32","36","22","34","13","19","13","22"
"1500000US170310102012","Block Group 2, Census Tract 102.01, Cook County, Illinois","1599","143","302","128","70","63","111","80","113","84","72","58","101","81","90","74","109","92","45","49","139","83","116","83","139","77","120","77","55","59","17","27","0","11"
"1500000US170310102013","Block Group 3, Census Tract 102.01, Cook County, Illinois","412","114","32","50","0","11","11","17","0","11","38","54","0","11","0","11","0","11","20","33","66","53","89","62","48","57","23","35","45","41","15","23","25","34"
"1500000US170310102021","Block Group 1, Census Tract 102.02, Cook County, Illinois","460","74","79","51","32","28","61","37","45","42","39","41","17","27","19","23","16","26","13","17","35","29","17","27","50","36","29","22","8","14","0","11","0","11"
"1500000US170310102022","Block Group 2, Census Tract 102.02, Cook County, Illinois","516","81","41","31","10","16","48","34","35","30","47","34","19","20","62","43","40","42","45","43","25","29","22","21","47","32","44","35","12","19","9","14","10","15"
"1500000US170310103001","Block Group 1, Census Tract 103, Cook County, Illinois","520","124","43","40","40","67","32","40","63","66","0","11","14","22","71","74","29","37","0","11","113","74","14","23","85","69","16","26","0","11","0","11","0","11"
"1500000US170310103002","Block Group 2, Census Tract 103, Cook County, Illinois","934","176","185","112","31","28","0","11","43","69","48","57","141","127","120","110","42","67","11","17","0","11","83","63","111","62","27","31","34","41","39","59","19","30"
"1500000US170310103003","Block Group 3, Census Tract 103, Cook County, Illinois","727","160","108","79","47","55","82","79","63","51","29","33","113","87","69","84","13","20","0","11","47","48","51","43","79","71","0","11","0","11","26","31","0","11"
"1500000US170310103004","Block Group 4, Census Tract 103, Cook County, Illinois","801","162","30","34","72","74","28","31","13","22","30","35","135","91","63","98","0","11","0","11","59","82","59","55","114","84","21","35","27","32","34","34","116","79"
"1500000US170310104001","Block Group 1, Census Tract 104, Cook County, Illinois","892","129","86","84","13","22","77","76","90","60","41","38","63","64","78","71","50","40","89","84","10","17","15","23","153","89","29","32","34","54","49","60","15","22"
"1500000US170310104002","Block Group 2, Census Tract 104, Cook County, Illinois","430","102","47","58","14","22","14","22","12","19","0","11","40","36","80","69","0","11","28","31","68","78","58","40","27","31","42","39","0","11","0","11","0","11"
"1500000US170310104003","Block Group 3, Census Tract 104, Cook County, Illinois","548","111","111","81","38","36","70","39","44","40","0","11","0","11","23","26","16","25","14","23","69","43","13","21","0","11","86","64","27","30","37","60","0","11"
"1500000US170310105011","Block Group 1, Census Tract 105.01, Cook County, Illinois","553","134","79","73","43","57","53","43","78","70","0","11","0","11","29","36","11","19","26","42","29","33","94","92","63","70","9","13","16","25","23","43","0","11"
"1500000US170310105012","Block Group 2, Census Tract 105.01, Cook County, Illinois","1030","145","84","61","82","83","43","35","97","82","67","57","74","65","71","57","64","47","79","93","156","103","98","87","84","68","0","11","0","11","0","11","31","34"
"1500000US170310105013","Block Group 3, Census Tract 105.01, Cook County, Illinois","765","153","166","89","102","73","137","104","97","85","19","32","23","27","32","37","14","23","0","11","55","46","0","11","30","49","41","38","13","21","36","42","0","11"
"1500000US170310105021","Block Group 1, Census Tract 105.02, Cook County, Illinois","529","105","50","40","68","44","51","45","41","35","36","45","67","46","0","11","15","17","29","32","40","34","19","20","42","31","25","24","28","30","8","12","10","16"
"1500000US170310105022","Block Group 2, Census Tract 105.02, Cook County, Illinois","976","113","82","49","97","65","97","65","71","40","49","39","87","51","53","36","113","53","59","51","81","66","50","37","36","24","50","33","15","18","36","28","0","11"
"1500000US170310105031","Block Group 1, Census Tract 105.03, Cook County, Illinois","731","108","253","79","89","59","75","57","54","47","8","13","8","13","22","21","12","15","7","11","30","23","17","27","22","20","0","11","60","50","36","27","38","30"
"1500000US170310105032","Block Group 2, Census Tract 105.03, Cook County, Illinois","318","83","98","47","12","14","0","11","7","11","7","12","25","22","18","30","0","11","20","31","45","43","29","36","42","29","8","13","7","12","0","11","0","11"
"1500000US170310106001","Block Group 1, Census Tract 106, Cook County, Illinois","942","171","32","39","15","23","61","61","28","33","107","114","66","71","27","45","31","42","66","57","84","66","130","95","92","70","108","82","31","27","46","43","18","30"
"1500000US170310106002","Block Group 2, Census Tract 106, Cook County, Illinois","228","105","46","75","0","11","0","11","0","11","30","37","0","11","12","18","0","11","0","11","23","41","20","37","19","33","14","22","0","11","8","13","56","60"
"1500000US170310106003","Block Group 3, Census Tract 106, Cook County, Illinois","996","182","141","97","178","125","28","41","30","33","117","103","0","11","15","24","36","41","53","58","49","45","107","110","72","64","0","11","51","48","39","33","80","58"
"1500000US170310106004","Block Group 4, Census Tract 106, Cook County, Illinois","827","200","104","87","98","87","51","50","97","100","15","24","52","54","120","107","72","88","34","38","20","28","65","49","9","16","56","63","34","46","0","11","0","11"
"1500000US170310107011","Block Group 1, Census Tract 107.01, Cook County, Illinois","752","109","77","52","29","22","74","48","67","36","62","58","27","37","30","36","52","44","25","24","21","21","103","63","113","67","0","11","8","12","42","48","22","26"
"1500000US170310107012","Block Group 2, Census Tract 107.01, Cook County, Illinois","778","113","27","33","0","11","8","13","37","40","21","26","38","26","8","13","61","45","61","39","25","22","133","59","126","66","107","51","51","35","42","35","33","31"
"1500000US170310107021","Block Group 1, Census Tract 107.02, Cook County, Illinois","693","114","87","62","50","52","11","16","56","55","14","19","8","13","68","52","31","25","59","58","39","39","70","40","94","59","33","27","39","25","16","26","18","21"
"1500000US170310107022","Block Group 2, Census Tract 107.02, Cook County, Illinois","422","84","17","18","45","41","91","69","32","25","8","13","39","43","31","31","42","47","0","11","19","21","20","16","10","16","33","35","11","17","11","17","13","18"
"1500000US170310107023","Block Group 3, Census Tract 107.02, Cook County, Illinois","570","110","19","20","75","64","85","54","46","44","10","15","20","22","34","45","29","23","38","39","43","38","47","35","89","48","35","27","0","11","0","11","0","11"
"1500000US170310107024","Block Group 4, Census Tract 107.02, Cook County, Illinois","364","85","29","25","52","43","31","37","0","11","22","36","14","21","43","37","17","19","32","42","36","28","31","25","49","44","0","11","0","11","0","11","8","12"
"1500000US170310201001","Block Group 1, Census Tract 201, Cook County, Illinois","842","126","106","62","11","19","0","11","17","18","31","36","0","11","91","89","27","25","87","65","120","86","49","37","129","73","80","64","36","32","19","21","39","39"
"1500000US170310201002","Block Group 2, Census Tract 201, Cook County, Illinois","592","119","70","54","0","11","51","54","58","58","0","11","76","63","10","19","36","31","58","65","57","41","78","62","33","32","18","19","0","11","19","21","28","26"
"1500000US170310202001","Block Group 1, Census Tract 202, Cook County, Illinois","470","105","0","11","0","11","0","11","16","26","0","11","16","25","0","11","0","11","12","19","20","27","16","24","80","61","39","39","116","78","101","77","54","52"
"1500000US170310202002","Block Group 2, Census Tract 202, Cook County, Illinois","558","150","128","144","0","11","0","11","146","161","41","55","24","42","0","11","15","18","0","11","21","34","59","55","78","61","0","11","0","11","31","39","15","23"
"1500000US170310202003","Block Group 3, Census Tract 202, Cook County, Illinois","518","112","21","37","0","11","16","24","19","32","20","30","45","42","0","11","0","11","0","11","18","27","17","28","60","60","95","68","84","53","74","71","49","41"
"1500000US170310202004","Block Group 4, Census Tract 202, Cook County, Illinois","606","223","49","52","0","11","8","14","34","40","9","15","0","11","0","11","0","11","15","23","133","197","99","112","9","19","53","45","55","52","101","71","41","35"
"1500000US170310203011","Block Group 1, Census Tract 203.01, Cook County, Illinois","934","101","144","69","56","33","22","20","18","20","37","24","66","42","0","11","87","61","40","41","36","32","147","72","71","40","93","56","42","30","18","20","57","47"
"1500000US170310203012","Block Group 2, Census Tract 203.01, Cook County, Illinois","531","86","77","54","0","11","42","43","0","11","47","43","32","26","34","33","24","22","29","29","52","39","47","32","55","34","39","29","2","7","16","23","35","42"
"1500000US170310203013","Block Group 3, Census Tract 203.01, Cook County, Illinois","522","75","0","11","0","11","9","16","23","29","52","43","10","15","59","54","10","16","21","23","36","39","37","25","92","55","68","38","22","21","14","16","69","32"
"1500000US170310203021","Block Group 1, Census Tract 203.02, Cook County, Illinois","279","75","37","49","11","15","16","18","0","11","8","14","19","22","7","11","6","10","20","23","31","24","0","11","15","12","31","32","24","24","9","14","45","47"
"1500000US170310203022","Block Group 2, Census Tract 203.02, Cook County, Illinois","380","90","9","13","0","11","27","42","17","25","7","12","27","26","9","14","0","11","26","38","30","28","27","42","35","36","76","57","19","21","38","29","33","25"
"1500000US170310203023","Block Group 3, Census Tract 203.02, Cook County, Illinois","1051","148","59","54","48","46","39","50","42","47","8","13","34","44","15","18","20","21","35","25","97","74","195","86","128","64","134","61","71","51","31","36","95","44"
"1500000US170310204001","Block Group 1, Census Tract 204, Cook County, Illinois","388","73","10","17","21","24","8","13","35","41","9","14","8","13","48","36","43","49","0","11","35","39","15","17","77","44","13","22","28","25","11","18","27","32"
"1500000US170310204002","Block Group 2, Census Tract 204, Cook County, Illinois","558","81","14","15","24","29","9","14","65","59","10","16","16","17","21","25","18","19","60","41","38","30","43","41","34","34","81","46","21","24","45","37","59","40"
"1500000US170310204003","Block Group 3, Census Tract 204, Cook County, Illinois","797","103","54","37","51","47","29","37","13","17","30","29","59","48","70","56","9","14","22","35","51","37","98","53","117","58","62","39","75","62","31","28","26","26"
"1500000US170310205001","Block Group 1, Census Tract 205, Cook County, Illinois","927","169","45","35","30","35","28","45","97","87","73","68","60","78","35","54","162","121","47","62","107","96","46","37","93","72","44","42","28","47","32","38","0","11"
"1500000US170310205002","Block Group 2, Census Tract 205, Cook County, Illinois","335","106","16","25","0","11","15","23","41","47","0","11","14","22","15","25","13","21","51","55","18","30","44","52","27","35","18","27","0","11","63","62","0","11"
"1500000US170310205003","Block Group 3, Census Tract 205, Cook County, Illinois","583","134","154","93","48","44","57","55","51","51","20","31","82","72","75","84","0","11","0","11","31","48","12","20","15","26","0","11","8","14","30","44","0","11"
"1500000US170310205004","Block Group 4, Census Tract 205, Cook County, Illinois","299","110","69","69","0","11","0","11","28","34","13","20","0","11","0","11","69","78","31","51","11","19","14","21","32","50","15","25","0","11","17","29","0","11"
"1500000US170310206011","Block Group 1, Census Tract 206.01, Cook County, Illinois","694","186","65","85","11","19","0","11","0","11","0","11","66","77","106","121","0","11","84","91","0","11","58","75","12","19","33","40","86","58","77","67","96","64"
"1500000US170310206012","Block Group 2, Census Tract 206.01, Cook County, Illinois","911","188","200","137","0","11","161","114","17","27","134","99","19","30","44","64","40","58","0","11","107","95","118","92","11","19","0","11","35","41","16","25","9","20"
"1500000US170310206013","Block Group 3, Census Tract 206.01, Cook County, Illinois","382","156","0","11","17","29","0","11","37","51","0","11","117","127","15","23","57","73","0","11","0","11","32","30","32","38","0","11","30","38","0","11","45","43"
"1500000US170310206021","Block Group 1, Census Tract 206.02, Cook County, Illinois","417","80","39","40","0","11","11","19","19","23","0","11","26","22","32","26","45","39","21","25","92","67","40","46","30","25","43","43","0","11","0","11","19","25"
"1500000US170310206022","Block Group 2, Census Tract 206.02, Cook County, Illinois","228","77","1","14","31","38","0","11","41","45","10","16","15","19","0","11","31","36","15","16","0","11","19","20","23","23","9","14","33","39","0","11","0","11"
"1500000US170310206023","Block Group 3, Census Tract 206.02, Cook County, Illinois","403","79","51","44","6","10","72","67","14","21","35","35","20","21","7","11","25","27","0","11","44","43","21","32","18","20","14","13","49","37","20","18","7","13"
"1500000US170310206024","Block Group 4, Census Tract 206.02, Cook County, Illinois","340","78","40","34","0","11","24","22","0","11","21","24","0","11","0","11","8","12","32","47","26","35","52","44","34","25","16","17","37","37","20","22","30","28"
"1500000US170310207011","Block Group 1, Census Tract 207.01, Cook County, Illinois","332","50","12","13","6","9","10","12","12","12","4","6","7","9","27","18","47","37","23","20","8","11","20","14","46","24","29","17","9","12","37","22","35","18"
"1500000US170310207012","Block Group 2, Census Tract 207.01, Cook County, Illinois","283","57","5","8","6","9","5","8","11","13","30","31","17","14","0","11","0","11","11","10","15","12","23","21","25","19","41","37","32","18","25","19","37","22"
"1500000US170310207021","Block Group 1, Census Tract 207.02, Cook County, Illinois","779","155","50","63","13","21","36","35","121","96","26","28","55","74","12","20","58","68","0","11","79","59","72","72","158","130","58","58","41","46","0","11","0","11"
"1500000US170310207022","Block Group 2, Census Tract 207.02, Cook County, Illinois","790","163","44","55","0","11","81","95","117","106","0","11","13","22","33","53","79","82","14","22","46","52","144","98","108","86","60","87","0","11","14","22","37","44"
"1500000US170310207023","Block Group 3, Census Tract 207.02, Cook County, Illinois","543","147","41","67","36","56","27","31","27","31","0","11","24","37","73","90","57","73","0","11","137","92","27","43","74","72","20","23","0","11","0","11","0","11"
"1500000US170310207024","Block Group 4, Census Tract 207.02, Cook County, Illinois","209","87","0","11","0","11","20","24","13","20","75","73","30","32","0","11","0","11","0","11","0","11","24","27","0","11","18","28","29","32","0","11","0","11"
"1500000US170310208011","Block Group 1, Census Tract 208.01, Cook County, Illinois","602","120","0","11","0","11","63","63","0","11","5","16","37","44","62","49","79","51","35","42","34","38","40","43","66","47","94","80","0","11","47","49","40","43"
"1500000US170310208012","Block Group 2, Census Tract 208.01, Cook County, Illinois","281","90","13","20","0","11","0","11","17","27","18","28","0","11","11","17","11","19","0","11","22","33","23","26","73","81","25","33","16","27","29","32","23","29"
"1500000US170310208013","Block Group 3, Census Tract 208.01, Cook County, Illinois","496","147","39","46","13","19","73","106","30","34","0","11","37","42","22","36","60","74","0","11","52","61","48","77","23","27","36","42","39","43","0","11","24","31"
"1500000US170310208014","Block Group 4, Census Tract 208.01, Cook County, Illinois","620","148","31","44","0","11","60","48","15","25","134","98","17","27","72","82","0","11","41","48","16","25","0","11","118","87","96","89","11","19","9","18","0","11"
"1500000US170310208021","Block Group 1, Census Tract 208.02, Cook County, Illinois","399","103","0","11","0","11","39","48","0","11","0","11","0","11","0","11","0","11","22","36","12","20","87","78","43","53","37","44","74","52","26","41","59","70"
"1500000US170310208022","Block Group 2, Census Tract 208.02, Cook County, Illinois","591","142","0","11","0","11","77","78","82","71","37","45","13","21","0","11","98","88","74","73","28","33","12","20","11","18","88","88","0","11","71","61","0","11"
"1500000US170310208023","Block Group 3, Census Tract 208.02, Cook County, Illinois","846","154","71","69","91","81","33","52","76","83","103","82","26","41","50","47","65","63","34","54","14","23","24","27","148","97","58","59","29","35","12","20","12","19"
"1500000US170310208024","Block Group 4, Census Tract 208.02, Cook County, Illinois","386","92","25","36","27","26","13","20","21","27","68","64","13","24","0","11","0","11","35","40","22","32","22","33","87","56","32","37","0","11","0","11","21","31"
"1500000US170310209011","Block Group 1, Census Tract 209.01, Cook County, Illinois","862","137","67","39","36","34","66","53","27","29","103","71","53","50","32","38","119","91","22","32","27","31","128","69","97","56","27","27","28","35","30","35","0","11"
"1500000US170310209012","Block Group 2, Census Tract 209.01, Cook County, Illinois","293","85","15","18","8","12","0","11","36","42","18","21","24","38","26","32","34","38","0","11","34","32","9","14","36","29","20","19","8","12","25","40","0","11"
"1500000US170310209013","Block Group 3, Census Tract 209.01, Cook County, Illinois","748","128","67","55","30","38","39","39","42","45","31","38","71","49","12","19","77","63","41","36","88","55","36","26","84","52","85","72","17","18","28","25","0","11"
"1500000US170310209021","Block Group 1, Census Tract 209.02, Cook County, Illinois","804","99","72","47","72","50","138","61","37","30","57","46","62","46","54","46","45","45","34","27","45","47","42","26","62","42","32","25","43","35","9","14","0","11"
"1500000US170310209022","Block Group 2, Census Tract 209.02, Cook County, Illinois","785","104","93","55","12","18","54","41","61","50","62","53","34","35","76","51","35","36","14","18","52","41","111","68","76","47","48","31","24","36","26","24","7","13"
"1500000US170310301011","Block Group 1, Census Tract 301.01, Cook County, Illinois","463","132","30","32","15","23","16","27","60","83","28","29","81","78","35","43","0","11","34","38","92","97","44","40","15","25","13","21","0","11","0","11","0","11"
"1500000US170310301012","Block Group 2, Census Tract 301.01, Cook County, Illinois","352","105","13","23","77","82","0","11","0","11","0","11","0","11","18","28","45","42","0","11","23","31","82","76","63","47","31","35","0","11","0","11","0","11"
"1500000US170310301013","Block Group 3, Census Tract 301.01, Cook County, Illinois","641","166","82","85","66","82","45","39","63","86","31","49","37","38","0","11","122","70","0","11","115","115","19","30","43","28","18","31","0","11","0","11","0","11"
"1500000US170310301014","Block Group 4, Census Tract 301.01, Cook County, Illinois","668","134","43","68","16","36","87","65","0","11","52","64","0","11","11","21","0","11","11","17","79","53","39","35","80","52","65","45","13","22","90","64","82","57"
"1500000US170310301021","Block Group 1, Census Tract 301.02, Cook County, Illinois","680","88","31","30","31","22","14","22","33","49","48","55","14","22","24","22","38","31","55","52","81","52","103","56","74","46","75","38","9","14","22","20","28","25"
"1500000US170310301022","Block Group 2, Census Tract 301.02, Cook County, Illinois","658","108","68","36","79","52","65","64","135","70","22","37","13","16","45","37","99","76","9","14","37","29","42","35","25","24","10","17","9","13","0","11","0","11"
"1500000US170310301023","Block Group 3, Census Tract 301.02, Cook County, Illinois","475","108","57","48","0","11","22","19","8","12","27","24","11","16","42","46","23","26","9","15","87","59","20","22","91","49","25","30","28","26","25","41","0","11"
"1500000US170310301031","Block Group 1, Census Tract 301.03, Cook County, Illinois","276","74","24","21","8","12","22","31","13","17","18","19","8","14","0","11","0","11","9","14","55","44","25","22","19","21","55","41","8","12","12","15","0","11"
"1500000US170310301032","Block Group 2, Census Tract 301.03, Cook County, Illinois","673","97","109","52","22","19","45","44","25","22","32","31","24","22","80","66","14","21","35","37","51","36","53","34","26","24","51","31","51","49","13","14","42","41"
"1500000US170310301041","Block Group 1, Census Tract 301.04, Cook County, Illinois","751","86","87","45","31","38","68","42","50","49","42","33","0","11","107","68","28","25","0","11","54","39","116","75","69","40","28","28","30","36","41","27","0","11"
"1500000US170310301042","Block Group 2, Census Tract 301.04, Cook County, Illinois","265","74","37","30","11","16","6","11","6","8","59","51","25","29","7","12","39","43","25","35","0","11","11","17","23","22","6","10","0","11","10","18","0","11"
"1500000US170310302001","Block Group 1, Census Tract 302, Cook County, Illinois","734","133","28","32","0","11","35","43","31","35","50","46","90","80","12","19","50","81","17","28","75","56","53","42","122","60","31","34","80","64","17","26","43","40"
"1500000US170310302002","Block Group 2, Census Tract 302, Cook County, Illinois","591","103","44","39","0","11","0","11","0","11","0","11","15","24","58","49","18","29","48","43","17","26","109","75","87","54","81","53","0","11","45","42","69","50"
"1500000US170310302003","Block Group 3, Census Tract 302, Cook County, Illinois","384","114","68","85","0","11","0","11","0","11","0","11","0","11","48","60","16","25","11","19","7","13","10","17","16","26","103","64","13","21","29","35","63","50"
"1500000US170310302004","Block Group 4, Census Tract 302, Cook County, Illinois","752","140","70","87","16","24","148","92","11","18","50","79","0","11","67","89","0","11","68","71","25","28","54","46","74","72","46","43","52","40","25","30","46","41"
"1500000US170310303001","Block Group 1, Census Tract 303, Cook County, Illinois","693","95","11","18","88","69","28","27","71","52","58","37","32","35","60","38","25","21","26","28","49","39","78","45","72","46","44","42","18","28","33","33","0","11"
"1500000US170310303002","Block Group 2, Census Tract 303, Cook County, Illinois","766","95","166","69","29","31","32","39","53","46","27","27","58","53","60","38","35","35","44","35","34","38","37","36","86","60","8","13","32","28","18","19","47","33"
"1500000US170310304001","Block Group 1, Census Tract 304, Cook County, Illinois","819","82","160","62","38","41","89","49","27","26","40","32","78","47","11","16","29","25","10","14","70","38","31","21","81","48","73","56","17","20","42","29","23","22"
"1500000US170310304002","Block Group 2, Census Tract 304, Cook County, Illinois","494","76","37","36","7","11","19","21","19","23","42","30","19","21","6","10","27","40","52","43","13","17","39","31","70","51","18","17","16","15","44","32","66","33"
"1500000US170310305001","Block Group 1, Census Tract 305, Cook County, Illinois","592","120","40","50","0","11","16","27","0","11","0","11","48","77","25","29","0","11","12","19","0","11","26","39","94","56","58","43","145","80","59","49","69","45"
"1500000US170310305002","Block Group 2, Census Tract 305, Cook County, Illinois","928","129","0","11","38","34","14","21","13","21","41","67","0","11","14","22","107","86","72","46","88","80","82","57","168","101","78","47","68","51","57","51","88","58"
"1500000US170310305003","Block Group 3, Census Tract 305, Cook County, Illinois","636","103","28","32","14","22","28","37","27","26","14","22","0","11","18","27","14","23","58","48","80","69","71","78","0","11","101","60","0","11","141","79","42","39"
"1500000US170310305004","Block Group 4, Census Tract 305, Cook County, Illinois","708","127","0","11","0","11","0","11","14","23","0","11","14","23","67","77","38","36","14","22","110","65","53","42","138","70","92","83","24","28","63","44","81","55"
"1500000US170310306011","Block Group 1, Census Tract 306.01, Cook County, Illinois","597","125","15","25","27","31","14","23","65","81","62","50","80","72","48","43","70","82","20","33","62","66","53","49","39","61","31","27","11","19","0","11","0","11"
"1500000US170310306012","Block Group 2, Census Tract 306.01, Cook County, Illinois","451","104","92","76","22","34","78","67","62","74","19","33","0","11","16","27","14","23","0","11","0","11","0","11","63","55","38","44","14","21","33","36","0","11"
"1500000US170310306013","Block Group 3, Census Tract 306.01, Cook County, Illinois","966","142","44","41","81","72","24","27","76","52","78","67","77","75","66","71","60","47","1","9","78","59","61","64","152","91","78","75","47","44","43","53","0","11"
"1500000US170310306031","Block Group 1, Census Tract 306.03, Cook County, Illinois","516","76","50","42","93","50","18","20","59","40","32","24","61","47","58","38","42","41","7","11","22","20","31","25","0","11","25","24","0","11","9","14","9","13"
"1500000US170310306032","Block Group 2, Census Tract 306.03, Cook County, Illinois","813","112","166","79","54","42","90","56","33","42","83","50","44","39","22","20","44","40","29","31","88","56","36","38","16","17","25","22","17","19","35","29","31","34"
"1500000US170310306041","Block Group 1, Census Tract 306.04, Cook County, Illinois","751","128","91","43","33","30","56","53","54","50","73","57","16","26","42","31","18","20","39","48","72","58","143","60","45","34","0","11","31","35","30","27","8","14"
"1500000US170310306042","Block Group 2, Census Tract 306.04, Cook County, Illinois","743","107","29","27","22","22","68","63","50","36","49","42","25","23","36","29","28","26","0","11","68","42","149","85","68","44","64","48","33","39","31","38","23","24"
"1500000US170310306043","Block Group 3, Census Tract 306.04, Cook County, Illinois","514","111","125","72","157","72","95","68","27","28","68","43","5","11","0","11","5","9","0","11","0","11","13","16","10","15","9","15","0","11","0","11","0","11"
"1500000US170310307011","Block Group 1, Census Tract 307.01, Cook County, Illinois","898","56","99","47","59","33","76","42","115","75","52","29","21","17","76","39","56","28","19","16","73","35","65","35","112","44","61","41","5","7","9","11","0","11"
"1500000US170310307021","Block Group 1, Census Tract 307.02, Cook County, Illinois","625","61","50","41","8","12","16","17","32","29","8","13","9","12","51","48","20","19","38","41","16","17","74","40","88","42","63","40","24","27","76","56","52","39"
"1500000US170310307022","Block Group 2, Census Tract 307.02, Cook County, Illinois","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11"
"1500000US170310307031","Block Group 1, Census Tract 307.03, Cook County, Illinois","558","100","122","59","14","15","90","66","8","12","34","42","0","11","0","11","48","41","0","11","52","46","34","29","26","23","65","36","0","11","21","20","44","37"
"1500000US170310307032","Block Group 2, Census Tract 307.03, Cook County, Illinois","355","95","99","57","64","50","47","35","25","24","55","53","8","12","7","11","0","11","0","11","22","35","0","11","11","18","17","25","0","11","0","11","0","11"
"1500000US170310307033","Block Group 3, Census Tract 307.03, Cook County, Illinois","775","123","75","48","24","36","30","22","44","42","14","16","32","27","26","26","65","67","52","43","108","63","107","51","55","30","53","49","25","22","59","46","6","12"
"1500000US170310307061","Block Group 1, Census Tract 307.06, Cook County, Illinois","1999","182","303","143","56","39","72","55","127","67","143","79","143","109","72","48","96","61","51","43","170","77","231","87","146","75","133","73","58","58","160","116","38","35"
"1500000US170310307062","Block Group 2, Census Tract 307.06, Cook County, Illinois","854","145","99","84","80","63","95","53","105","89","53","65","16","25","46","73","0","11","0","11","125","94","56","45","94","87","0","11","27","30","27","28","31","34"
"1500000US170310308001","Block Group 1, Census Tract 308, Cook County, Illinois","412","119","52","64","0","11","21","24","11","18","79","91","10","16","20","31","16","26","57","69","26","31","11","12","32","36","42","42","0","11","35","40","0","11"
"1500000US170310308002","Block Group 2, Census Tract 308, Cook County, Illinois","525","135","45","73","0","11","0","11","0","11","0","11","28","31","14","23","0","11","0","11","13","20","12","18","139","93","91","100","83","54","0","11","100","58"
"1500000US170310308003","Block Group 3, Census Tract 308, Cook County, Illinois","553","107","78","82","0","11","0","11","51","51","19","30","13","21","0","11","0","11","0","11","55","44","98","54","72","53","0","11","42","40","49","45","76","72"
"1500000US170310308004","Block Group 4, Census Tract 308, Cook County, Illinois","494","94","0","11","24","28","0","11","38","61","0","11","11","18","10","15","13","21","40","65","65","59","99","92","16","25","39","36","69","43","43","38","27","32"
"1500000US170310309001","Block Group 1, Census Tract 309, Cook County, Illinois","204","62","8","12","0","11","0","11","0","11","11","17","9","15","8","14","0","11","47","39","0","11","18","21","28","24","43","50","7","13","15","17","10","15"
"1500000US170310309002","Block Group 2, Census Tract 309, Cook County, Illinois","542","104","0","11","65","62","40","37","0","11","42","51","62","52","39","47","0","11","55","52","31","50","38","35","22","19","35","42","25","23","53","35","35","28"
"1500000US170310309003","Block Group 3, Census Tract 309, Cook County, Illinois","455","102","8","15","25","21","20","24","0","11","0","11","0","11","0","11","8","13","19","22","0","11","10","15","94","62","107","88","8","14","85","37","71","46"
